,fold,feature_name,feature,loss
863,train,knn,0.0,1.0
864,train,knn,0.0,1.0
865,train,knn,0.0,1.0
866,train,knn,0.0,1.0
867,train,knn,0.0,1.0
868,train,knn,0.0,1.0
869,train,knn,0.0,1.0
870,train,knn,0.0,1.0
871,train,knn,0.0,1.0
872,train,knn,0.0,1.0
873,train,knn,0.0,1.0
874,train,knn,0.0,0.0
875,train,knn,0.0,1.0
876,train,knn,0.0,0.0
877,train,knn,0.0,1.0
878,train,knn,0.0,1.0
879,train,knn,0.0,1.0
880,train,knn,0.0,1.0
881,train,knn,0.0,1.0
882,train,knn,0.0,1.0
883,train,knn,0.0,1.0
884,train,knn,0.0,1.0
885,train,knn,0.0,1.0
886,train,knn,0.0,1.0
887,train,knn,0.0,1.0
888,train,knn,0.0,1.0
889,train,knn,0.0,1.0
890,train,knn,0.0,1.0
891,train,knn,0.0,1.0
892,train,knn,0.0,1.0
893,train,knn,0.0,1.0
894,train,knn,0.0,1.0
895,train,knn,0.0,1.0
896,train,knn,0.0,0.0
897,train,knn,0.0,1.0
898,train,knn,0.0,1.0
899,train,knn,0.0,1.0
900,train,knn,0.0,1.0
901,train,knn,0.0,1.0
902,train,knn,0.0,1.0
903,train,knn,0.0,1.0
904,train,knn,0.0,1.0
905,train,knn,0.0,1.0
906,train,knn,0.0,1.0
907,train,knn,0.0,1.0
908,train,knn,0.0,0.0
909,train,knn,0.0,1.0
910,train,knn,0.0,1.0
911,train,knn,0.0,1.0
912,train,knn,0.0,1.0
913,train,knn,0.0,1.0
914,train,knn,0.0,1.0
915,train,knn,0.0,1.0
916,train,knn,0.0,1.0
917,train,knn,0.0,1.0
918,train,knn,0.0,1.0
919,train,knn,0.0,0.0
920,train,knn,0.0,1.0
921,train,knn,0.0,1.0
922,train,knn,0.0,1.0
923,train,knn,0.0,1.0
924,train,knn,0.0,1.0
925,train,knn,0.0,0.0
926,train,knn,0.0,0.0
